user_id,age,gender,country,city,device_type,subscription_type,content_id,content_genre,content_duration,content_rating,campaign_id,ad_type,ad_placement,advertiser_category,bid_amount,impressions,clicks,conversions,clicked,session_duration,pages_viewed,cpm,cpc,revenue,cost,timestamp,hour,day_of_week,month,ctr,cvr,engagement_rate,user_engagement_score,ad_frequency,content_affinity,device_category_interaction,time_of_day,is_weekend,rolling_7d_revenue,rolling_7d_ctr,avg_session_duration_user
769902,31.0,M,US,Austin,mobile,free,2304,gaming,25.4,PG-13,5850,video,post_roll,finance,3.44,3,0,0,0,12.1,1,15.44,1.16,0.02,0.05,2024-03-01 00:00:00,0,4,3,0.0,0.0,0.3333333333333333,0.2660923333333333,3,0.0,mobile_finance,late_night,0,268.1550148431532,0.0477453580901856,12.1
459075,60.0,F,CA,Toronto,tablet,free,9956,gaming,2.0,R,5986,interstitial,pre_roll,healthcare,10.44,4,1,0,1,0.5,3,12.58,1.46,0.9,0.27,2024-03-01 00:00:00,0,4,3,0.25,0.0,1.0,0.4490676666666666,4,0.25,tablet_healthcare,late_night,0,268.1550148431532,0.0477453580901856,16.35
613365,74.0,F,UK,London,tablet,basic,7507,sports,28.3,PG-13,5267,banner,in_feed,healthcare,5.9,5,0,0,0,22.2,3,13.47,0.84,0.03,0.07,2024-03-01 00:00:00,0,4,3,0.0,0.0,0.6,0.4828319999999999,5,0.0,tablet_healthcare,late_night,0,268.1550148431532,0.0477453580901856,22.2
793193,64.0,F,AU,Sydney,tablet,premium,5278,kids,73.4,R,5686,native,mid_roll,finance,1.48,1,0,0,0,39.2,2,14.15,1.08,0.01,0.01,2024-03-01 00:00:00,0,4,3,0.0,0.0,2.0,0.5418076666666667,1,0.0,tablet_finance,late_night,0,268.1550148431532,0.0477453580901856,39.2
593888,70.0,M,US,Austin,tablet,free,4551,drama,18.2,PG-13,5255,audio,mid_roll,tech,5.17,11,0,0,0,7.9,2,4.26,0.81,0.02,0.05,2024-03-01 00:00:00,0,4,3,0.0,0.0,0.1818181818181818,0.2802556666666667,11,0.0,tablet_tech,late_night,0,268.1550148431532,0.0477453580901856,7.9
791253,44.0,F,US,Seattle,mobile,basic,5090,kids,46.6,R,5420,native,mid_roll,retail,7.63,5,0,0,0,27.4,3,12.81,1.05,0.03,0.06,2024-03-01 01:00:00,1,4,3,0.0,0.0,0.6,0.52764,5,0.0,mobile_retail,late_night,0,268.1550148431532,0.0477453580901856,27.4
283491,68.0,M,US,New York,desktop,family,5681,music,44.9,PG-13,5709,interstitial,mid_roll,retail,5.24,6,0,0,0,24.1,5,11.52,0.75,0.03,0.07,2024-03-01 01:00:00,1,4,3,0.0,0.0,0.8333333333333334,0.595309,6,0.0,desktop_retail,late_night,0,268.1550148431532,0.0477453580901856,24.1
618047,52.0,M,US,New York,smart_tv,free,9324,kids,46.1,PG,5708,banner,sidebar,healthcare,9.95,3,0,0,0,23.6,2,12.55,1.19,0.02,0.04,2024-03-01 01:00:00,1,4,3,0.0,0.0,0.6666666666666666,0.4357076666666666,3,0.0,smart_tv_healthcare,late_night,0,268.1550148431532,0.0477453580901856,23.6
973533,32.0,M,IN,Bengaluru,desktop,family,8994,gaming,37.3,PG-13,5317,interstitial,sidebar,finance,5.42,11,1,0,1,23.1,5,14.05,1.18,0.77,0.33,2024-03-01 01:00:00,1,4,3,0.0909090909090909,0.0,0.5454545454545454,0.705689,11,0.0909090909090909,desktop_finance,late_night,0,268.1550148431532,0.0477453580901856,23.1
221243,37.0,M,UK,London,mobile,premium,1028,documentary,11.2,PG-13,5869,video,post_roll,healthcare,3.79,4,0,0,0,0.5,3,3.89,1.47,0.01,0.02,2024-03-01 01:00:00,1,4,3,0.0,0.0,0.75,0.2779266666666666,4,0.0,mobile_healthcare,late_night,0,268.1550148431532,0.0477453580901856,0.5
694270,44.0,F,DE,Berlin,mobile,premium,9781,kids,95.8,R,5083,native,in_feed,finance,11.75,3,0,0,0,68.0,2,12.24,1.77,0.01,0.04,2024-03-01 01:00:00,1,4,3,0.0,0.0,0.6666666666666666,0.5960636666666667,3,0.0,mobile_finance,late_night,0,268.1550148431532,0.0477453580901856,56.75
299844,29.0,M,DE,Berlin,mobile,basic,1133,sports,41.5,R,5399,video,in_feed,travel,5.39,1,0,0,0,32.3,1,4.09,1.4,0.0,0.0,2024-03-01 01:00:00,1,4,3,0.0,0.0,1.0,0.453299,1,0.0,mobile_travel,late_night,0,268.1550148431532,0.0477453580901856,32.3
950372,57.0,F,IN,Mumbai,mobile,premium,5491,documentary,23.6,PG-13,5866,video,pre_roll,gaming,1.73,11,1,0,1,8.3,3,10.78,0.67,0.45,0.22,2024-03-01 01:00:00,1,4,3,0.0909090909090909,0.0,0.3636363636363636,0.462824,11,0.0909090909090909,mobile_gaming,late_night,0,268.1550148431532,0.0477453580901856,17.700000000000003
217326,60.0,F,FR,Lyon,desktop,free,2407,news,3.3,PG-13,5743,banner,post_roll,gaming,2.57,10,1,0,1,5.0,1,10.82,0.86,0.56,0.24,2024-03-01 01:00:00,1,4,3,0.1,0.0,0.2,0.3360653333333333,10,0.1,desktop_gaming,late_night,0,268.1550148431532,0.0477453580901856,5.0
477674,29.0,M,BR,Sao Paulo,tablet,basic,8304,sports,20.7,PG-13,5814,audio,post_roll,finance,6.82,9,0,0,0,22.8,7,13.28,2.0,0.05,0.12,2024-03-01 01:00:00,1,4,3,0.0,0.0,0.7777777777777778,0.6253879999999999,9,0.0,tablet_finance,late_night,0,268.1550148431532,0.0477453580901856,22.8
652120,46.0,F,IN,Hyderabad,mobile,free,9850,documentary,24.1,R,5385,video,mid_roll,healthcare,3.19,11,0,0,0,14.2,2,3.33,1.01,0.01,0.04,2024-03-01 01:00:00,1,4,3,0.0,0.0,0.1818181818181818,0.3357076666666667,11,0.0,mobile_healthcare,late_night,0,268.1550148431532,0.0477453580901856,14.2
730020,67.0,F,US,Chicago,tablet,premium,8217,news,15.7,PG,5737,banner,sidebar,auto,2.38,7,0,0,0,0.6,2,5.67,1.22,0.02,0.04,2024-03-01 02:00:00,2,4,3,0.0,0.0,0.2857142857142857,0.2337236666666666,7,0.0,tablet_auto,late_night,0,268.1550148431532,0.0477453580901856,0.6
176123,62.0,M,US,New York,desktop,family,8820,sports,61.0,PG,5586,native,pre_roll,finance,3.86,8,0,0,0,20.8,2,13.22,0.57,0.04,0.11,2024-03-01 02:00:00,2,4,3,0.0,0.0,0.25,0.410165,8,0.0,desktop_finance,late_night,0,268.1550148431532,0.0477453580901856,20.8
553752,13.0,F,IN,Mumbai,tablet,free,6306,news,13.0,G,5348,banner,pre_roll,travel,3.01,6,0,0,0,1.9,0,10.43,0.9,0.03,0.06,2024-03-01 02:00:00,2,4,3,0.0,0.0,0.0,0.1607753333333333,6,0.0,tablet_travel,late_night,0,268.1550148431532,0.0477453580901856,1.9
272398,44.0,F,US,Chicago,desktop,premium,8674,kids,25.9,PG-13,5687,native,post_roll,healthcare,4.74,10,0,0,0,14.1,1,8.61,1.65,0.03,0.09,2024-03-01 02:00:00,2,4,3,0.0,0.0,0.1,0.2842336666666666,10,0.0,desktop_healthcare,late_night,0,268.1550148431532,0.0477453580901856,14.1
806547,16.0,M,MX,Guadalajara,desktop,basic,3230,gaming,52.6,R,5015,banner,mid_roll,retail,8.56,7,0,0,0,17.0,3,14.3,1.94,0.04,0.1,2024-03-01 02:00:00,2,4,3,0.0,0.0,0.4285714285714285,0.4220426666666667,7,0.0,desktop_retail,late_night,0,268.1550148431532,0.0477453580901856,17.0
632159,63.0,F,US,New York,desktop,basic,1745,sports,72.9,G,5932,audio,mid_roll,finance,9.29,3,1,0,1,48.2,1,11.37,1.88,1.14,0.32,2024-03-01 02:00:00,2,4,3,0.3333333333333333,0.0,0.6666666666666666,0.6986523333333333,3,0.3333333333333333,desktop_finance,late_night,0,268.1550148431532,0.0477453580901856,48.2
519087,51.0,F,IN,Hyderabad,mobile,free,1299,kids,44.5,R,5588,native,pre_roll,auto,5.54,7,0,0,0,27.5,2,11.75,1.3,0.03,0.08,2024-03-01 02:00:00,2,4,3,0.0,0.0,0.2857142857142857,0.468581,7,0.0,mobile_auto,late_night,0,268.1550148431532,0.0477453580901856,27.5
571089,31.0,M,BR,Rio de Janeiro,mobile,family,2297,gaming,56.6,PG,5010,interstitial,post_roll,healthcare,6.98,7,0,0,0,48.3,2,8.01,1.23,0.02,0.06,2024-03-01 02:00:00,2,4,3,0.0,0.0,0.2857142857142857,0.5721863333333334,7,0.0,mobile_healthcare,late_night,0,268.1550148431532,0.0477453580901856,48.3
480151,40.0,F,MX,Mexico City,smart_tv,free,4096,kids,47.4,PG-13,5213,audio,pre_roll,cpg,5.96,9,0,0,0,33.2,3,15.47,0.94,0.06,0.14,2024-03-01 02:00:00,2,4,3,0.0,0.0,0.3333333333333333,0.5694786666666667,9,0.0,smart_tv_cpg,late_night,0,268.1550148431532,0.0477453580901856,33.2
704007,34.0,M,US,Austin,desktop,free,2414,documentary,20.0,PG,5266,native,post_roll,gaming,3.11,8,1,0,1,14.9,2,9.81,0.94,0.6,0.22,2024-03-01 02:00:00,2,4,3,0.125,0.0,0.375,0.4847059999999999,8,0.125,desktop_gaming,late_night,0,268.1550148431532,0.0477453580901856,14.9
524840,37.0,F,BR,Rio de Janeiro,tablet,premium,2492,news,43.0,PG-13,5449,interstitial,in_feed,tech,4.17,2,0,0,0,21.0,5,9.9,1.55,0.01,0.02,2024-03-01 02:00:00,2,4,3,0.0,0.0,2.5,0.5671343333333333,2,0.0,tablet_tech,late_night,0,268.1550148431532,0.0477453580901856,11.65
602728,46.0,M,US,Austin,mobile,basic,5713,news,22.6,R,5429,audio,mid_roll,auto,6.02,4,0,0,0,11.4,2,10.3,1.76,0.02,0.04,2024-03-01 03:00:00,3,4,3,0.0,0.0,0.5,0.310269,4,0.0,mobile_auto,late_night,0,268.1550148431532,0.0477453580901856,15.95
483732,60.0,F,US,New York,smart_tv,free,1636,documentary,59.9,PG,5428,interstitial,post_roll,cpg,8.74,1,0,0,0,32.8,1,8.31,1.35,0.0,0.01,2024-03-01 03:00:00,3,4,3,0.0,0.0,1.0,0.456527,1,0.0,smart_tv_cpg,late_night,0,268.1550148431532,0.0477453580901856,32.8
560018,14.0,M,BR,Sao Paulo,desktop,family,4181,documentary,2.0,PG-13,5160,interstitial,mid_roll,auto,10.65,5,0,0,0,12.1,5,13.43,1.22,0.03,0.07,2024-03-01 03:00:00,3,4,3,0.0,0.0,1.0,0.4717223333333333,5,0.0,desktop_auto,late_night,0,268.1550148431532,0.0477453580901856,12.1
322532,15.0,F,US,New York,mobile,premium,1233,music,28.6,G,5053,audio,mid_roll,cpg,3.99,11,0,0,0,5.1,2,5.73,1.14,0.03,0.06,2024-03-01 03:00:00,3,4,3,0.0,0.0,0.1818181818181818,0.259949,11,0.0,mobile_cpg,late_night,0,268.1550148431532,0.0477453580901856,5.1
868632,23.0,F,FR,Lyon,tablet,free,5410,kids,27.8,PG,5435,audio,sidebar,retail,4.31,7,0,0,0,0.5,2,16.99,1.51,0.05,0.12,2024-03-01 03:00:00,3,4,3,0.0,0.0,0.2857142857142857,0.2180356666666666,7,0.0,tablet_retail,late_night,0,268.1550148431532,0.0477453580901856,19.6
153103,44.0,Other,UK,Manchester,mobile,free,2312,kids,22.7,PG-13,5152,banner,pre_roll,cpg,2.77,5,0,0,0,11.8,4,13.88,0.87,0.03,0.07,2024-03-01 03:00:00,3,4,3,0.0,0.0,0.8,0.4283383333333333,5,0.0,mobile_cpg,late_night,0,268.1550148431532,0.0477453580901856,11.8
915338,31.0,Other,AU,Sydney,mobile,free,8117,drama,11.1,PG-13,5286,interstitial,mid_roll,retail,8.64,5,0,0,0,0.5,2,10.19,2.08,0.3817077889114549,0.05,2024-03-01 03:00:00,3,4,3,0.0,0.0,0.4,0.2180356666666666,5,0.0,mobile_retail,late_night,0,268.1550148431532,0.0477453580901856,0.5
932400,54.0,M,JP,Osaka,desktop,free,8830,kids,7.0,G,5850,audio,pre_roll,travel,9.34,8,1,0,1,0.5,2,16.99,1.02,0.67,0.29,2024-03-01 03:00:00,3,4,3,0.125,0.0,0.375,0.3603766666666667,8,0.125,desktop_travel,late_night,0,268.1550148431532,0.0477453580901856,0.5
418372,52.0,M,IN,Mumbai,desktop,free,7696,sports,8.4,PG,5281,native,post_roll,travel,5.52,11,1,0,1,16.3,1,8.08,1.8,1.12,0.36,2024-03-01 04:00:00,4,4,3,0.0909090909090909,0.0,0.1818181818181818,0.424303,11,0.0909090909090909,desktop_travel,late_night,0,268.1550148431532,0.0477453580901856,16.3
361186,55.0,M,US,Seattle,mobile,family,7885,drama,35.8,R,5920,banner,in_feed,cpg,12.65,4,0,0,0,24.2,2,11.47,0.8,0.02,0.05,2024-03-01 04:00:00,4,4,3,0.0,0.0,0.5,0.4411583333333333,4,0.0,mobile_cpg,late_night,0,268.1550148431532,0.0477453580901856,24.2
259915,57.0,F,US,Austin,mobile,basic,5744,drama,39.6,PG-13,5402,video,mid_roll,auto,6.46,9,1,0,1,95.05050000000048,1,5.56,1.05,25.83963889306684,0.21,2024-03-01 04:00:00,4,4,3,0.1111111111111111,0.0,0.2222222222222222,0.6861816666666667,9,0.1111111111111111,mobile_auto,late_night,0,268.1550148431532,0.0477453580901856,95.05050000000048
717831,44.0,F,US,Chicago,tablet,premium,8221,comedy,34.6,PG,5564,video,mid_roll,travel,1.93,1,0,0,0,10.0,5,8.94,0.7,0.0,0.01,2024-03-01 04:00:00,4,4,3,0.0,0.0,5.0,0.4529196666666666,1,0.0,tablet_travel,late_night,0,268.1550148431532,0.0477453580901856,10.0
401797,55.0,M,IN,Mumbai,mobile,family,3998,sports,42.5,PG-13,5670,native,sidebar,cpg,5.99,8,0,0,0,19.2,7,5.54,1.11,0.02,0.04,2024-03-01 04:00:00,4,4,3,0.0,0.0,0.875,0.5801906666666666,8,0.0,mobile_cpg,late_night,0,268.1550148431532,0.0477453580901856,19.2
697232,53.0,F,US,Chicago,mobile,free,6513,gaming,43.4,PG-13,5816,audio,in_feed,gaming,8.12,6,0,0,0,23.3,1,12.86,1.34,0.03,0.08,2024-03-01 04:00:00,4,4,3,0.0,0.0,0.1666666666666666,0.3824683333333333,6,0.0,mobile_gaming,late_night,0,268.1550148431532,0.0477453580901856,23.3
747798,67.0,M,US,New York,desktop,free,3270,comedy,17.3,PG,5614,video,mid_roll,auto,9.42,9,2,0,1,2.4,0,13.59,0.65,0.83,0.32,2024-03-01 04:00:00,4,4,3,0.2222222222222222,0.0,0.2222222222222222,0.331298,9,0.2222222222222222,desktop_auto,late_night,0,268.1550148431532,0.0477453580901856,2.4
509072,63.0,F,US,Chicago,smart_tv,free,7185,sports,19.6,PG,5758,audio,post_roll,gaming,4.89,1,0,0,0,15.9,1,10.98,0.9,0.0,0.01,2024-03-01 04:00:00,4,4,3,0.0,0.0,1.0,0.3013003333333333,1,0.0,smart_tv_gaming,late_night,0,268.1550148431532,0.0477453580901856,15.9
796117,23.0,M,US,Seattle,desktop,free,7394,documentary,35.9,PG-13,5876,video,sidebar,auto,4.56,3,0,0,0,30.9,1,10.87,0.83,0.01,0.03,2024-03-01 04:00:00,4,4,3,0.0,0.0,0.3333333333333333,0.4435736666666666,3,0.0,desktop_auto,late_night,0,268.1550148431532,0.0477453580901856,30.9
622663,48.0,M,IN,Bengaluru,mobile,family,6017,drama,55.7,PG,5732,video,sidebar,healthcare,4.44,10,1,0,1,36.3,2,5.31,0.53,0.34,0.13,2024-03-01 04:00:00,4,4,3,0.1,0.0,0.3,0.6550499999999999,10,0.1,mobile_healthcare,late_night,0,268.1550148431532,0.0477453580901856,36.3
205015,34.0,M,FR,Paris,mobile,free,5745,documentary,36.1,PG-13,5610,video,mid_roll,finance,1.29,8,0,0,0,20.6,3,10.12,0.16,0.03,0.08,2024-03-01 04:00:00,4,4,3,0.0,0.0,0.375,0.4622653333333333,8,0.0,mobile_finance,late_night,0,268.1550148431532,0.0477453580901856,20.6
307132,35.0,M,IN,Hyderabad,tablet,basic,9134,comedy,45.8,PG-13,5620,audio,mid_roll,tech,11.54,8,0,0,0,34.0,3,11.96,1.39,0.04,0.1,2024-03-01 05:00:00,5,4,3,0.0,0.0,0.375,0.574264,8,0.0,tablet_tech,late_night,0,268.1550148431532,0.0477453580901856,34.0
531336,68.0,Other,US,New York,mobile,premium,5783,drama,54.4,PG-13,5982,interstitial,mid_roll,gaming,10.45,5,1,0,1,30.7,3,14.14,1.43,0.89,0.29,2024-03-01 05:00:00,5,4,3,0.2,0.0,0.8,0.7161466666666667,5,0.2,mobile_gaming,late_night,0,268.1550148431532,0.0477453580901856,41.1
527098,68.0,F,US,New York,mobile,free,5811,gaming,28.6,PG,5111,native,sidebar,auto,4.37,1,0,0,0,11.2,3,12.4,0.86,0.0,0.01,2024-03-01 05:00:00,5,4,3,0.0,0.0,3.0,0.3683079999999999,1,0.0,mobile_auto,late_night,0,268.1550148431532,0.0477453580901856,16.45
845980,37.0,F,CA,Toronto,tablet,basic,9216,gaming,9.5,PG-13,5383,banner,post_roll,tech,5.29,5,0,0,0,0.5,2,11.01,1.8,0.02,0.06,2024-03-01 05:00:00,5,4,3,0.0,0.0,0.4,0.2180356666666666,5,0.0,tablet_tech,late_night,0,268.1550148431532,0.0477453580901856,0.5
142031,59.0,F,CA,Toronto,desktop,free,2041,music,54.5,PG-13,5531,banner,mid_roll,gaming,6.65,4,0,0,0,25.7,1,6.57,1.47,0.01,0.03,2024-03-01 05:00:00,5,4,3,0.0,0.0,0.25,0.4033923333333333,4,0.0,desktop_gaming,late_night,0,268.1550148431532,0.0477453580901856,25.7
117161,71.0,F,US,Chicago,mobile,free,7591,gaming,21.9,R,5011,interstitial,post_roll,travel,1.0,3,0,0,0,15.8,3,13.36,1.45,0.02,0.04,2024-03-01 05:00:00,5,4,3,0.0,0.0,1.0,0.4107959999999999,3,0.0,mobile_travel,late_night,0,268.1550148431532,0.0477453580901856,15.8
523594,72.0,F,CA,Toronto,tablet,free,6808,sports,21.8,R,5015,audio,mid_roll,auto,2.35,3,0,0,0,17.0,2,5.47,1.28,0.01,0.02,2024-03-01 05:00:00,5,4,3,0.0,0.0,0.6666666666666666,0.3621516666666666,3,0.0,tablet_auto,late_night,0,268.1550148431532,0.0477453580901856,17.0
882981,28.0,M,MX,Mexico City,desktop,premium,4816,news,38.2,PG,5932,video,sidebar,finance,5.96,4,0,0,0,20.0,2,5.17,0.73,0.01,0.02,2024-03-01 05:00:00,5,4,3,0.0,0.0,0.5,0.3907863333333333,4,0.0,desktop_finance,late_night,0,268.1550148431532,0.0477453580901856,20.0
799324,26.0,M,BR,Rio de Janeiro,mobile,free,8092,sports,4.8,G,5242,banner,in_feed,tech,2.71,4,0,0,0,0.5,1,14.6,1.73,0.02,0.06,2024-03-01 05:00:00,5,4,3,0.0,0.0,0.25,0.1674656666666666,4,0.0,mobile_tech,late_night,0,268.1550148431532,0.0477453580901856,0.5
242158,52.0,F,IN,Mumbai,desktop,premium,3817,documentary,52.4,PG-13,5199,native,pre_roll,retail,5.04,1,0,0,0,35.6,1,8.71,1.53,0.0,0.01,2024-03-01 05:00:00,5,4,3,0.0,0.0,1.0,0.473155,1,0.0,desktop_retail,late_night,0,268.1550148431532,0.0477453580901856,35.6
716474,74.0,F,US,New York,mobile,free,5834,music,44.8,PG-13,5007,banner,pre_roll,travel,12.15,9,1,0,1,24.8,0,14.89,2.94,1.82,0.58,2024-03-01 05:00:00,5,4,3,0.1111111111111111,0.0,0.1111111111111111,0.5019166666666667,9,0.1111111111111111,mobile_travel,late_night,0,268.1550148431532,0.0477453580901856,24.8
431746,13.0,M,CA,Vancouver,mobile,free,5655,kids,36.3,PG,5780,banner,pre_roll,auto,3.07,10,1,1,1,22.9,2,12.17,0.73,34.13005000000005,0.23,2024-03-01 06:00:00,6,4,3,0.1,1.0,0.4,0.55687,10,0.1,mobile_auto,morning,0,268.1550148431532,0.0477453580901856,22.9
345862,64.0,M,IN,Mumbai,mobile,free,9291,news,46.9,R,5026,video,in_feed,retail,8.98,10,0,0,0,30.2,7,10.12,0.86,0.04,0.1,2024-03-01 06:00:00,6,4,3,0.0,0.0,0.7,0.686248,10,0.0,mobile_retail,morning,0,268.1550148431532,0.0477453580901856,30.2
107298,40.0,M,US,Austin,tablet,basic,1138,drama,18.9,PG,5545,interstitial,sidebar,finance,4.24,7,1,0,1,9.0,2,11.68,1.79,1.11,0.35,2024-03-01 06:00:00,6,4,3,0.1428571428571428,0.0,0.4285714285714285,0.4383813333333333,7,0.1428571428571428,tablet_finance,morning,0,268.1550148431532,0.0477453580901856,17.45
869004,17.0,F,BR,Sao Paulo,mobile,free,6498,sports,2.0,PG-13,5284,audio,mid_roll,healthcare,2.72,10,0,0,0,0.5,4,9.17,1.3,0.04,0.09,2024-03-01 06:00:00,6,4,3,0.0,0.0,0.4,0.3323756666666666,10,0.0,mobile_healthcare,morning,0,268.1550148431532,0.0477453580901856,0.5
103803,48.0,F,DE,Berlin,mobile,basic,2813,documentary,19.8,PG-13,5274,video,mid_roll,travel,4.78,4,0,0,0,8.3,3,13.76,0.88,0.02,0.06,2024-03-01 06:00:00,6,4,3,0.0,0.0,0.75,0.3435279999999999,4,0.0,mobile_travel,morning,0,268.1550148431532,0.0477453580901856,8.3
627551,26.0,M,US,Seattle,desktop,family,6097,comedy,62.5,R,5188,audio,mid_roll,tech,1.76,3,1,0,1,41.9,5,13.16,0.48,0.3,0.11,2024-03-01 06:00:00,6,4,3,0.3333333333333333,0.0,2.0,0.8851143333333333,3,0.3333333333333333,desktop_tech,morning,0,268.1550148431532,0.0477453580901856,25.65
841874,23.0,F,US,Austin,mobile,free,3702,gaming,45.0,PG-13,5349,video,in_feed,cpg,9.79,4,0,0,0,18.1,2,11.28,0.49,0.02,0.05,2024-03-01 06:00:00,6,4,3,0.0,0.0,0.5,0.3728956666666667,4,0.0,mobile_cpg,morning,0,268.1550148431532,0.0477453580901856,18.1
567852,35.0,F,DE,Berlin,tablet,free,6580,music,20.7,G,5594,banner,in_feed,finance,8.97,10,0,0,0,9.9,5,10.89,1.49,0.04,0.11,2024-03-01 06:00:00,6,4,3,0.0,0.0,0.5,0.4520383333333333,10,0.0,tablet_finance,morning,0,268.1550148431532,0.0477453580901856,14.5
581719,63.0,M,JP,Tokyo,desktop,basic,7482,documentary,43.8,R,5857,interstitial,pre_roll,finance,4.71,5,1,0,1,20.6,2,9.56,0.81,0.51,0.17,2024-03-01 06:00:00,6,4,3,0.2,0.0,0.6,0.5659543333333333,5,0.2,desktop_finance,morning,0,268.1550148431532,0.0477453580901856,20.6
749415,54.0,M,UK,Manchester,mobile,premium,4135,documentary,22.3,PG-13,5697,video,pre_roll,finance,4.63,11,0,0,0,15.2,1,8.06,0.92,0.04,0.09,2024-03-01 06:00:00,6,4,3,0.0,0.0,0.0909090909090909,0.294583,11,0.0,mobile_finance,morning,0,268.1550148431532,0.0477453580901856,15.2
277253,58.0,M,US,New York,mobile,family,2337,documentary,26.9,R,5058,native,pre_roll,finance,3.06,6,1,0,1,11.5,4,9.45,1.08,0.67,0.22,2024-03-01 06:00:00,6,4,3,0.1666666666666666,0.0,0.8333333333333334,0.5806606666666667,6,0.1666666666666666,mobile_finance,morning,0,268.1550148431532,0.0477453580901856,11.5
983443,69.0,F,US,Chicago,desktop,free,2038,documentary,61.2,PG-13,5557,banner,post_roll,gaming,5.87,2,0,0,0,43.4,3,14.27,1.51,0.01,0.03,2024-03-01 06:00:00,6,4,3,0.0,0.0,1.5,0.6179906666666667,2,0.0,desktop_gaming,morning,0,268.1550148431532,0.0477453580901856,43.4
930868,58.0,F,DE,Berlin,mobile,basic,7935,music,11.2,PG-13,5172,interstitial,sidebar,healthcare,2.64,5,0,0,0,6.2,3,6.54,0.74,0.01,0.03,2024-03-01 06:00:00,6,4,3,0.0,0.0,0.6,0.3274399999999999,5,0.0,mobile_healthcare,morning,0,268.1550148431532,0.0477453580901856,6.2
