user_id,age,gender,country,city,device_type,subscription_type,content_id,content_genre,content_duration,content_rating,campaign_id,ad_type,ad_placement,advertiser_category,bid_amount,impressions,clicks,conversions,clicked,session_duration,pages_viewed,cpm,cpc,revenue,cost,timestamp,hour,day_of_week,month
441904,14.0,F,IN,Unknown,tablet,basic,5968,gaming,54.7,PG-13,5766,video,sidebar,retail,1.73,10,0,0,0,50.7,0,4.9,1.41,0.02,0.05,2025-04-29 11:00:00,11,1,4
269053,56.0,F,FR,Lyon,desktop,basic,2758,documentary,28.0,R,5005,video,in_feed,cpg,6.39,1,0,0,0,17.5,4,10.37,0.54,0.0,0.01,2024-12-03 03:00:00,3,1,12
525532,66.0,F,US,Chicago,mobile,free,9620,documentary,64.6,PG-13,5240,banner,post_roll,auto,3.49,11,0,0,0,37.8,5,6.12,0.35,0.03,0.07,2024-05-09 04:00:00,4,3,5
702488,57.0,M,JP,Unknown,mobile,free,4512,news,29.8,PG-13,5514,banner,sidebar,cpg,4.19,11,1,1,1,9.9,3,12.03,1.33,15.37,0.33,2025-05-28 11:00:00,11,2,5
238721,54.0,F,AU,Melbourne,mobile,premium,4834,comedy,36.4,PG,5453,banner,in_feed,finance,4.61,1,0,0,0,14.4,5,10.69,0.79,0.0,0.01,2024-10-30 05:00:00,5,2,10
922071,69.0,M,AU,Sydney,desktop,free,2856,comedy,40.7,PG-13,5217,audio,mid_roll,travel,5.59,10,1,0,1,17.2,0,4.86,1.59,0.97,0.29,2024-11-26 04:00:00,4,1,11
979499,35.0,M,DE,Munich,desktop,family,7934,gaming,31.3,PG-13,5980,banner,in_feed,healthcare,8.11,7,2,0,1,8.8,1,12.03,1.49,1.82,0.53,2024-09-17 05:00:00,5,1,9
696648,32.0,M,FR,Lyon,mobile,free,8598,music,30.3,G,5689,banner,sidebar,gaming,4.33,8,0,0,0,34.7,2,12.6,1.71,0.04,0.1,2024-06-07 13:00:00,13,4,6
339030,34.0,M,JP,Osaka,mobile,family,1411,sports,31.2,PG-13,5469,banner,post_roll,travel,3.11,5,0,0,0,20.6,3,10.32,0.94,0.02,0.05,2025-07-14 10:00:00,10,0,7
301716,30.0,F,IN,Bengaluru,desktop,basic,4288,documentary,32.7,PG,5493,video,sidebar,auto,3.68,10,0,0,0,38.4,6,4.09,1.65,0.02,0.04,2025-04-27 01:00:00,1,6,4
872665,39.0,F,US,Chicago,mobile,basic,2798,drama,43.2,R,5600,banner,mid_roll,healthcare,3.91,9,0,0,0,17.0,3,14.29,1.21,0.05,0.13,2025-02-11 16:00:00,16,1,2
491634,44.0,M,UK,London,desktop,free,7889,drama,56.2,R,5749,native,in_feed,healthcare,2.97,4,0,0,0,23.1,1,9.79,1.08,0.02,0.04,2024-10-04 07:00:00,7,4,10
154213,43.0,F,US,Seattle,mobile,basic,2329,kids,45.0,R,5353,interstitial,in_feed,retail,4.74,11,1,1,1,29.1,2,7.47,1.26,34.13005000000005,0.27,2025-05-19 06:00:00,6,0,5
465376,52.0,F,CA,Vancouver,smart_tv,family,6865,kids,34.5,PG,5855,banner,pre_roll,healthcare,4.12,7,1,0,1,34.0,4,7.87,0.77,0.48,0.17,2024-12-20 12:00:00,12,4,12
813087,36.0,F,US,Austin,desktop,family,6590,kids,24.0,PG,5380,audio,in_feed,retail,2.08,8,0,0,0,17.2,4,7.81,0.5,0.02,0.06,2024-10-26 10:00:00,10,5,10
675006,41.0,M,JP,Tokyo,smart_tv,basic,7041,drama,42.7,PG,5050,video,pre_roll,finance,5.3,8,0,0,0,18.6,2,16.45,0.24,0.05,0.13,2024-10-30 05:00:00,5,2,10
817140,73.0,F,BR,Rio de Janeiro,mobile,basic,9395,documentary,40.4,PG-13,5688,native,in_feed,travel,8.62,6,1,0,1,19.8,3,11.04,1.67,1.03,0.32,2024-07-01 17:00:00,17,0,7
700186,37.0,M,US,Seattle,smart_tv,free,8068,comedy,12.7,G,5794,native,pre_roll,retail,4.58,8,0,0,0,1.2,2,7.2,2.08,0.02,0.06,2024-04-19 18:00:00,18,4,4
334847,15.0,Other,JP,Tokyo,desktop,free,7872,documentary,35.2,PG,5898,interstitial,post_roll,travel,4.51,7,0,0,0,29.4,6,11.06,1.64,0.03,0.08,2024-12-25 11:00:00,11,2,12
608147,15.0,M,US,Chicago,tablet,premium,3627,documentary,7.4,PG-13,5396,audio,pre_roll,tech,5.86,1,0,0,0,0.5,1,7.76,0.31,0.0,0.01,2025-06-23 11:00:00,11,0,6
610703,55.0,M,UK,Unknown,desktop,basic,1356,music,62.6,R,5297,native,pre_roll,finance,6.57,8,0,0,0,32.8,7,12.11,0.46,0.04,0.1,2024-04-04 11:00:00,11,3,4
984797,59.0,Unknown,US,Seattle,desktop,family,3600,drama,46.0,R,5702,audio,sidebar,gaming,2.36,2,0,0,0,48.3,3,6.79,1.0,0.01,0.01,2025-06-07 11:00:00,11,5,6
367905,49.0,F,US,Austin,mobile,free,5734,kids,43.5,R,5195,interstitial,post_roll,retail,1.84,8,0,0,0,20.6,3,11.17,1.42,0.04,0.09,2025-05-21 22:00:00,22,2,5
393329,40.0,Other,MX,Mexico City,mobile,basic,5335,kids,42.4,PG-13,5724,native,pre_roll,tech,5.7,6,0,0,0,32.0,4,10.68,0.51,0.03,0.06,2024-07-28 10:00:00,10,6,7
289557,37.0,M,US,Chicago,tablet,premium,1637,documentary,51.2,PG-13,5653,video,post_roll,cpg,6.34,6,0,0,0,31.4,0,14.22,1.03,0.03,0.09,2025-02-05 02:00:00,2,2,2
444624,16.0,M,CA,Toronto,desktop,free,2062,kids,57.9,PG-13,5922,audio,post_roll,cpg,5.09,1,0,0,0,31.0,5,9.27,1.27,0.0,0.01,2024-05-29 05:00:00,5,2,5
656410,14.0,M,CA,Toronto,desktop,free,3325,drama,9.0,PG-13,5703,video,pre_roll,gaming,5.13,9,0,0,0,1.4,1,11.43,1.07,0.04,0.1,2025-04-14 08:00:00,8,0,4
489574,47.0,M,UK,London,desktop,basic,2684,documentary,18.5,PG,5789,native,mid_roll,travel,5.07,6,0,0,0,0.5,0,11.68,1.36,0.03,0.07,2025-03-14 06:00:00,6,4,3
752801,58.0,F,US,New York,mobile,premium,4310,sports,30.1,PG-13,5053,banner,in_feed,gaming,7.23,4,0,0,0,32.6,7,14.44,0.7,0.02,0.06,2024-09-08 10:00:00,10,6,9
154900,32.0,M,JP,Tokyo,desktop,family,3642,gaming,37.6,R,5270,audio,mid_roll,retail,4.16,4,0,0,0,37.9,2,10.38,1.09,0.02,0.04,2024-04-06 16:00:00,16,5,4
741348,14.0,M,UK,London,desktop,free,9662,news,39.3,R,5393,audio,sidebar,healthcare,3.96,8,1,0,1,13.8,5,13.3,1.26,0.8,0.3,2025-08-07 04:00:00,4,3,8
912066,64.0,F,UK,Manchester,desktop,premium,1425,music,23.6,PG,5640,video,mid_roll,gaming,4.61,4,0,0,0,21.0,6,12.63,0.99,0.02,0.05,2024-10-27 16:00:00,16,6,10
854627,57.0,M,IN,Bengaluru,desktop,free,8202,drama,34.1,PG-13,5564,video,sidebar,travel,6.29,4,0,0,0,13.5,1,9.35,1.06,0.01,0.04,2025-06-26 06:00:00,6,3,6
512894,27.0,Other,FR,Lyon,desktop,free,2748,music,42.2,PG,5734,banner,mid_roll,tech,3.01,3,0,0,0,19.0,3,15.42,1.32,0.02,0.05,2025-03-02 01:00:00,1,6,3
743716,53.0,Other,BR,Sao Paulo,smart_tv,free,6105,sports,16.6,PG-13,5150,video,post_roll,tech,12.35,7,0,0,0,11.4,9,12.29,0.46,0.03,0.09,2025-04-25 07:00:00,7,4,4
798320,45.0,M,DE,Munich,mobile,free,9561,music,36.7,R,5608,banner,post_roll,healthcare,5.39,7,0,0,0,27.0,3,10.77,1.18,0.03,0.08,2025-04-15 08:00:00,8,1,4
444202,30.0,M,IN,Bengaluru,desktop,free,7687,sports,46.7,PG,5943,video,in_feed,healthcare,5.51,3,0,0,0,40.0,2,11.13,1.47,0.01,0.03,2024-06-14 02:00:00,2,4,6
439708,52.0,M,US,Seattle,mobile,free,2850,drama,48.7,R,5176,video,sidebar,healthcare,5.89,5,1,0,1,31.7,4,12.58,0.3,0.21,0.11,2024-09-13 12:00:00,12,4,9
981279,24.0,F,US,Austin,mobile,free,4811,documentary,50.0,PG,5456,audio,post_roll,healthcare,5.53,9,0,0,0,14.3,1,12.34,1.69,0.04,0.11,2024-11-08 00:00:00,0,4,11
840485,63.0,M,UK,London,desktop,premium,1034,news,38.8,PG-13,5008,video,mid_roll,tech,7.98,9,1,0,1,27.4,4,8.67,1.0,0.63,0.23,2024-11-24 19:00:00,19,6,11
960251,46.0,M,UK,Manchester,desktop,free,7030,comedy,41.7,PG-13,5582,banner,post_roll,cpg,5.83,11,1,0,1,20.2,1,10.15,1.14,0.73,0.28,2024-03-24 15:00:00,15,6,3
881016,61.0,M,CA,Toronto,mobile,basic,3109,gaming,42.8,R,5618,audio,post_roll,gaming,5.14,9,0,0,0,35.3,1,11.94,1.5,0.04,0.11,2024-12-21 03:00:00,3,5,12
506734,31.0,F,US,Chicago,mobile,family,1560,news,40.0,G,5734,native,in_feed,retail,7.29,6,0,0,0,8.9,4,9.78,0.45,0.02,0.06,2024-05-23 07:00:00,7,3,5
459417,35.0,F,US,Chicago,tablet,family,9022,documentary,34.3,PG-13,5798,interstitial,sidebar,healthcare,4.45,10,0,0,0,32.4,3,9.03,1.58,0.04,0.09,2025-04-06 10:00:00,10,6,4
974036,62.0,Other,FR,Paris,tablet,premium,7150,sports,34.5,PG,5194,banner,sidebar,travel,3.57,2,0,0,0,18.2,2,7.13,0.87,0.01,0.01,2025-03-04 20:00:00,20,1,3
547014,61.0,M,MX,Mexico City,console,free,9284,news,36.3,R,5660,video,mid_roll,healthcare,5.14,7,0,0,0,24.6,2,10.16,0.05,0.03,0.07,2025-07-12 03:00:00,3,5,7
984814,27.0,M,BR,Sao Paulo,mobile,free,5839,music,27.1,G,5764,interstitial,post_roll,healthcare,4.36,2,0,0,0,13.9,2,7.7,1.11,0.01,0.02,2025-04-07 04:00:00,4,0,4
660410,19.0,M,US,Austin,smart_tv,family,9765,gaming,29.7,R,5991,video,in_feed,tech,1.54,8,0,0,0,17.7,3,14.61,0.78,0.05,0.12,2024-09-14 23:00:00,23,5,9
769187,71.0,M,IN,Hyderabad,desktop,basic,1800,gaming,21.2,G,5403,video,mid_roll,healthcare,2.03,10,1,0,1,20.6,7,4.26,1.18,0.73,0.22,2025-08-05 10:00:00,10,1,8
740137,42.0,Other,US,Chicago,desktop,free,5871,music,65.5,PG-13,5929,video,pre_roll,cpg,2.52,10,0,0,0,76.4,7,10.3,1.27,0.04,0.1,2024-10-08 20:00:00,20,1,10
826792,18.0,F,BR,Rio de Janeiro,desktop,free,2014,documentary,42.8,PG,5851,video,in_feed,auto,5.14,1,0,0,0,30.0,2,5.47,0.71,0.0,0.01,2024-08-23 22:00:00,22,4,8
231239,46.0,M,UK,London,desktop,free,2839,documentary,8.8,PG-13,5216,banner,pre_roll,auto,5.78,11,1,0,1,11.1,3,12.09,1.22,0.79,0.32,2025-07-02 23:00:00,23,2,7
202720,28.0,F,JP,Osaka,desktop,premium,4682,documentary,35.7,R,5075,banner,in_feed,tech,7.02,3,0,0,0,36.4,3,5.39,1.32,0.01,0.02,2024-09-17 01:00:00,1,1,9
365198,45.0,M,IN,Bengaluru,mobile,free,3233,sports,31.8,PG,5175,native,post_roll,auto,1.79,8,0,0,0,26.6,2,11.37,1.15,0.04,0.09,2024-04-11 05:00:00,5,3,4
343252,43.0,F,IN,Mumbai,desktop,basic,5986,kids,23.2,PG-13,5376,audio,pre_roll,retail,7.47,3,0,0,0,15.0,3,4.02,1.52,0.0,0.01,2024-11-09 13:00:00,13,5,11
544586,53.0,F,US,Chicago,smart_tv,premium,6477,drama,12.5,PG-13,5622,native,in_feed,healthcare,2.65,5,0,0,0,0.5,5,4.66,1.39,0.01,0.02,2025-05-04 16:00:00,16,6,5
210186,41.0,F,US,Seattle,mobile,basic,6924,comedy,38.9,G,5448,banner,post_roll,gaming,3.19,6,0,0,0,26.9,3,6.85,0.88,0.02,0.04,2024-06-11 07:00:00,7,1,6
582962,22.0,F,UK,London,desktop,basic,6068,documentary,15.1,PG-13,5648,audio,in_feed,auto,6.85,2,0,0,0,22.7,5,8.41,0.96,0.01,0.02,2024-11-05 23:00:00,23,1,11
237899,67.0,Other,US,Chicago,smart_tv,premium,7727,music,18.7,G,5365,interstitial,sidebar,gaming,3.02,8,1,0,1,15.3,5,3.61,1.88,1.14,0.31,2024-05-10 03:00:00,3,4,5
757413,60.0,F,MX,Guadalajara,mobile,basic,2710,kids,40.9,PG-13,5004,interstitial,mid_roll,finance,7.07,10,0,0,0,40.7,6,9.29,1.01,0.04,0.09,2025-03-06 16:00:00,16,3,3
799496,14.0,F,BR,Rio de Janeiro,desktop,basic,4758,sports,40.2,R,5236,native,sidebar,finance,4.17,8,1,0,1,31.1,4,10.84,0.55,0.36,0.17,2024-11-12 21:00:00,21,1,11
973472,71.0,M,DE,Berlin,mobile,premium,3528,sports,11.3,PG,5439,native,post_roll,gaming,4.04,1,0,0,0,7.9,7,8.45,2.31,0.0,0.01,2024-08-26 07:00:00,7,0,8
284232,62.0,F,US,New York,mobile,basic,8764,documentary,9.5,R,5541,interstitial,pre_roll,travel,2.19,4,0,0,0,11.6,2,7.35,1.04,0.01,0.03,2024-07-01 12:00:00,12,0,7
174047,56.0,M,DE,Berlin,mobile,family,8638,gaming,44.8,R,5072,audio,in_feed,cpg,9.63,6,0,0,0,40.8,5,14.79,1.48,0.04,0.09,2024-12-30 19:00:00,19,0,12
440191,22.0,M,FR,Lyon,tablet,free,4905,sports,49.6,PG,5208,video,pre_roll,travel,6.87,11,0,0,0,38.8,3,12.2,1.38,0.05,0.13,2025-02-25 16:00:00,16,1,2
755574,45.0,M,IN,Hyderabad,mobile,premium,6257,documentary,27.9,R,5802,native,post_roll,gaming,3.25,9,0,0,0,26.9,4,7.99,1.27,0.03,0.07,2025-07-21 18:00:00,18,0,7
492820,26.0,F,US,Austin,tablet,free,1813,gaming,46.4,G,5588,video,mid_roll,travel,7.72,2,0,0,0,34.1,4,10.24,1.78,0.01,0.02,2024-10-23 01:00:00,1,2,10
286743,55.0,M,AU,Sydney,tablet,free,7876,kids,18.0,PG-13,5849,audio,in_feed,retail,4.74,1,0,0,0,16.4,5,9.96,0.41,0.0,0.01,2024-05-26 18:00:00,18,6,5
161542,17.0,F,IN,Hyderabad,desktop,family,2571,kids,40.5,PG-13,5260,banner,pre_roll,gaming,6.57,5,0,0,0,20.6,3,10.29,0.81,0.02,0.05,2025-05-24 15:00:00,15,5,5
245985,60.0,M,US,Austin,desktop,basic,5257,documentary,41.4,PG,5407,banner,mid_roll,auto,4.49,5,0,0,0,23.7,4,7.83,1.59,0.02,0.04,2025-02-04 01:00:00,1,1,2
875173,53.0,M,US,Chicago,mobile,basic,5834,comedy,2.0,PG-13,5291,video,pre_roll,finance,8.86,7,0,0,0,0.5,0,12.86,1.11,0.04,0.09,2025-03-14 03:00:00,3,4,3
838201,68.0,F,FR,Lyon,mobile,free,2840,gaming,8.6,PG,5446,interstitial,mid_roll,gaming,2.97,7,0,0,0,22.5,4,7.0,0.97,0.02,0.05,2024-04-22 12:00:00,12,0,4
861136,38.0,F,CA,Vancouver,mobile,family,8040,documentary,59.7,PG,5068,audio,in_feed,tech,5.78,7,0,0,0,37.5,4,9.62,1.18,0.03,0.07,2024-08-16 16:00:00,16,4,8
561332,28.0,M,MX,Mexico City,desktop,free,7446,gaming,24.4,PG-13,5702,interstitial,pre_roll,gaming,14.18,4,0,0,0,20.6,2,10.56,1.35,0.02,0.04,2025-04-19 15:00:00,15,5,4
117238,28.0,M,CA,Toronto,desktop,premium,9102,comedy,47.1,R,5232,video,pre_roll,healthcare,4.65,1,0,0,0,49.7,3,9.97,1.07,0.0,0.01,2025-05-24 10:00:00,10,5,5
707779,59.0,M,US,Seattle,desktop,basic,8146,gaming,30.9,PG-13,5843,audio,pre_roll,tech,6.5,3,0,0,0,27.6,0,9.92,1.15,0.01,0.03,2024-10-22 00:00:00,0,1,10
632958,64.0,F,CA,Vancouver,mobile,free,3256,gaming,56.9,PG,5852,interstitial,pre_roll,retail,5.37,11,1,0,1,33.5,0,13.27,1.44,0.92,0.36,2025-05-09 13:00:00,13,4,5
670728,57.0,M,BR,Rio de Janeiro,desktop,free,5448,news,33.2,R,5651,interstitial,in_feed,tech,5.14,5,0,0,0,7.3,2,2.1,0.95,0.0,0.01,2025-05-29 12:00:00,12,3,5
638663,71.0,F,BR,Sao Paulo,desktop,family,6133,sports,57.3,G,5257,native,post_roll,finance,5.32,11,0,0,0,52.6,3,10.55,0.92,0.05,0.12,2024-09-26 05:00:00,5,3,9
322221,17.0,F,IN,Mumbai,desktop,free,9892,news,2.0,PG-13,5716,native,in_feed,travel,8.34,10,0,0,0,7.5,4,11.48,1.0,0.05,0.11,2025-06-28 23:00:00,23,5,6
662594,45.0,F,MX,Guadalajara,console,free,4695,news,45.8,PG-13,5641,interstitial,post_roll,auto,6.96,6,0,0,0,45.6,2,12.72,1.18,0.03,0.08,2024-08-03 16:00:00,16,5,8
956878,73.0,F,US,New York,tablet,free,4132,drama,12.6,R,5085,interstitial,mid_roll,travel,2.67,11,1,1,1,0.5,3,3.86,0.42,34.13005000000005,0.11,2024-07-08 08:00:00,8,0,7
332822,62.0,F,IN,Bengaluru,desktop,basic,4441,comedy,39.4,PG-13,5210,native,post_roll,tech,6.99,4,0,0,0,16.9,4,11.51,1.63,0.02,0.05,2025-03-04 13:00:00,13,1,3
325974,17.0,M,AU,Melbourne,desktop,basic,2783,comedy,44.3,PG-13,5489,banner,sidebar,retail,7.41,5,0,0,0,31.2,2,5.73,2.05,0.01,0.03,2025-02-07 20:00:00,20,4,2
252225,17.0,Other,US,New York,tablet,premium,4212,music,53.8,PG-13,5690,video,in_feed,cpg,4.14,11,1,0,1,10.5,2,10.99,1.29,0.82,0.31,2024-05-15 11:00:00,11,2,5
672991,45.0,F,DE,Munich,mobile,premium,7598,music,4.4,PG,5290,audio,mid_roll,healthcare,4.59,11,0,0,0,0.5,5,13.64,0.63,0.06,0.15,2025-05-24 16:00:00,16,5,5
177942,55.0,F,US,New York,desktop,basic,8556,news,27.3,R,5464,audio,sidebar,cpg,5.14,9,0,0,0,27.7,1,11.4,1.03,0.04,0.1,2024-06-16 22:00:00,22,6,6
640706,61.0,M,IN,Hyderabad,tablet,premium,2478,drama,57.0,G,5465,native,pre_roll,finance,5.82,8,0,0,0,43.2,8,14.08,1.21,0.05,0.11,2025-05-09 15:00:00,15,4,5
749136,41.0,M,IN,Hyderabad,tablet,premium,5128,gaming,30.0,G,5288,audio,in_feed,tech,3.83,2,0,0,0,19.9,3,12.18,0.4,0.01,0.02,2024-03-04 23:00:00,23,0,3
368163,64.0,F,FR,Paris,mobile,premium,5447,comedy,45.7,PG,5861,video,in_feed,cpg,7.95,10,0,0,0,30.3,7,12.22,1.01,0.05,0.12,2025-05-05 07:00:00,7,0,5
543106,58.0,F,JP,Tokyo,mobile,family,7043,music,7.2,PG-13,5410,video,in_feed,tech,5.19,8,0,0,0,8.2,0,15.67,1.55,0.05,0.13,2025-04-29 22:00:00,22,1,4
320941,48.0,F,US,New York,desktop,basic,8343,drama,22.3,PG-13,5731,interstitial,sidebar,healthcare,4.32,3,0,0,0,3.2,2,12.39,0.97,0.01,0.04,2025-04-26 09:00:00,9,5,4
651494,21.0,F,US,Seattle,desktop,free,4638,kids,52.8,R,5444,audio,post_roll,finance,4.36,2,0,0,0,39.0,4,12.11,1.11,0.01,0.02,2025-02-23 00:00:00,0,6,2
263613,25.0,M,US,Seattle,desktop,premium,2858,news,54.3,G,5854,video,mid_roll,retail,7.09,9,0,0,0,47.6,2,11.36,1.55,0.04,0.1,2024-11-10 15:00:00,15,6,11
601891,70.0,F,IN,Bengaluru,tablet,premium,9414,gaming,27.0,PG,5355,banner,post_roll,auto,3.71,10,0,0,0,26.1,9,8.61,0.05,0.03,0.09,2025-03-16 18:00:00,18,6,3
611607,72.0,M,CA,Vancouver,mobile,free,5958,gaming,28.4,PG,5995,interstitial,post_roll,tech,4.22,1,0,0,0,13.6,5,10.61,1.57,0.0,0.01,2024-07-28 15:00:00,15,6,7
692112,67.0,Other,FR,Lyon,desktop,free,3812,comedy,32.0,PG,5675,interstitial,sidebar,tech,5.45,7,0,0,0,2.1,2,6.17,0.96,0.02,0.04,2025-04-26 14:00:00,14,5,4
912184,26.0,M,US,Seattle,desktop,basic,9167,documentary,45.6,PG-13,5098,video,sidebar,travel,4.11,1,0,0,0,10.2,3,8.56,0.73,0.0,0.01,2024-12-26 01:00:00,1,3,12
734925,36.0,F,AU,Melbourne,mobile,free,7716,sports,76.2,R,5344,video,post_roll,retail,9.93,9,1,0,1,20.6,8,14.4,1.6,1.01,0.37,2024-11-03 19:00:00,19,6,11
346983,62.0,M,IN,Hyderabad,desktop,free,3999,comedy,38.1,PG-13,5110,interstitial,sidebar,cpg,9.28,6,1,0,1,18.1,6,12.12,1.16,0.73,0.25,2024-11-29 00:00:00,0,4,11
290479,20.0,F,US,New York,mobile,premium,9279,drama,66.7,PG,5971,audio,sidebar,healthcare,7.81,3,0,0,0,20.6,2,13.3,1.57,0.02,0.04,2025-01-02 02:00:00,2,3,1
489268,33.0,M,DE,Berlin,mobile,free,3045,kids,31.5,PG,5280,interstitial,mid_roll,finance,3.42,9,0,0,0,10.5,1,7.57,1.03,0.03,0.07,2024-03-21 02:00:00,2,3,3
719173,32.0,M,US,Austin,desktop,premium,4430,drama,26.8,PG-13,5361,video,pre_roll,healthcare,12.22,10,0,0,0,10.8,4,16.69,1.79,0.07,0.17,2024-05-15 11:00:00,11,2,5
454089,66.0,M,FR,Lyon,mobile,free,6592,drama,28.0,PG,5187,audio,sidebar,healthcare,2.73,5,0,0,0,24.2,7,8.97,0.92,0.02,0.04,2024-07-11 13:00:00,13,3,7
348424,62.0,Other,UK,Manchester,mobile,basic,6913,comedy,49.9,R,5757,audio,post_roll,auto,5.84,9,0,0,0,41.2,6,7.84,0.78,0.03,0.07,2024-05-01 20:00:00,20,2,5
728661,34.0,M,IN,Bengaluru,mobile,family,2394,sports,16.3,PG-13,5427,video,sidebar,finance,6.62,5,0,0,0,0.5,1,8.91,1.4,0.02,0.04,2024-10-24 09:00:00,9,3,10
124924,17.0,M,US,New York,mobile,basic,9059,drama,40.1,R,5057,audio,sidebar,finance,8.22,2,0,0,0,12.4,3,8.5,1.39,0.01,0.02,2025-02-24 22:00:00,22,0,2
853382,67.0,M,US,New York,mobile,premium,8754,sports,73.3,G,5055,video,mid_roll,tech,1.53,9,0,0,0,31.5,2,9.68,0.91,0.03,0.09,2025-02-17 09:00:00,9,0,2
837014,42.0,M,US,Seattle,desktop,premium,4666,comedy,49.7,PG,5110,native,post_roll,healthcare,1.58,3,0,0,0,41.7,1,10.64,1.37,0.01,0.03,2024-11-10 09:00:00,9,6,11
180728,33.0,F,IN,Mumbai,tablet,free,8941,drama,31.3,PG-13,5509,native,in_feed,healthcare,6.58,9,1,0,1,24.9,4,7.3,1.82,1.12,0.34,2025-06-05 17:00:00,17,3,6
776456,16.0,M,CA,Toronto,desktop,family,1852,comedy,63.9,PG-13,5305,native,in_feed,retail,7.03,11,0,0,0,64.7,3,12.18,1.28,0.05,0.13,2024-12-31 05:00:00,5,1,12
594633,57.0,F,IN,Bengaluru,mobile,free,4922,kids,46.4,PG-13,5990,audio,pre_roll,healthcare,2.95,9,0,0,0,18.3,1,5.76,1.54,0.02,0.05,2024-04-12 18:00:00,18,4,4
777277,62.0,M,US,Seattle,mobile,premium,3575,news,2.0,R,5753,banner,in_feed,auto,3.09,3,0,0,0,0.6,4,5.83,0.19,0.01,0.02,2025-04-18 02:00:00,2,4,4
788403,64.0,M,IN,Bengaluru,mobile,free,8314,music,10.5,G,5252,video,post_roll,cpg,7.27,9,1,0,1,6.5,4,12.17,0.88,0.57,0.24,2025-01-05 06:00:00,6,6,1
438146,15.0,M,US,Seattle,desktop,free,5458,news,57.9,PG-13,5602,interstitial,post_roll,finance,5.35,9,0,0,0,20.6,4,11.83,1.03,0.04,0.11,2025-02-06 17:00:00,17,3,2
